muni,municode,uf,party,male,occ,edu,yob,votes,elected,valid.votes,coal.votes,pctVV,treat,lat,long,ran.prior,incumbent,log.valid.votes,prior.pctVV,party.prior.pctVV,elec.year,log.total.assets,gini_2000,pt_pres_1998,income_2000,psdb_2000,pt_2000,hdi_2000,time.since.app,num.apps,log.num.apps,edu.scale,match.party,uf.ba,uf.sp,uf.mg,uf.rs,match.num.apps,match.time.since.app
VARZEA NOVA,39950.0,BA,PSC,1.0,Government,"More than Primary, Less than Superior",1978.0,400,1.0,6230.0,3616.0,6.420545746388442,1.0,-11.261111111111111,-40.94499999999999,0.0,0.0,8.737131611781498,0.0,1.1823719097097813,2004.0,0.0,0.5379999876022339,0.0929951690821256,78.52200317382812,0.0067842605156037995,0.0,0.5860000252723694,3580.0,1,0.0,2.0,PSC,1.0,0.0,0.0,0.0,low,high
ABADIA DOS DOURADOS,40010.0,MG,PT,1.0,Agriculture,Some Superior or More,1964.0,58,0.0,13271.0,256.0,1.29,0.0,-18.472499999999997,-47.40472222222222,1.0,0.0,9.493336482437249,4.048484848484849,6.2303030303030305,2008.0,0.0,0.5180000066757202,0.09245107176141659,196.36399841308594,0.0,0.0,0.7599999904632568,1181.0,1,0.0,3.0,PT,0.0,0.0,1.0,0.0,low,lowest
AGUA BOA,40118.0,MG,PSDC,1.0,Agriculture,Less than Primary,1958.0,57,0.0,6695.0,1857.0,0.8513816280806573,0.0,-17.996111111111112,-42.388888888888886,0.0,0.0,8.809116258125274,0.0,0.0,2004.0,0.0,0.6549999713897705,0.044,119.87200164794922,0.0,0.0,0.6420000195503235,3481.0,1,0.0,1.0,PSDC,0.0,0.0,1.0,0.0,low,high
AGUAS FORMOSAS,40177.0,MG,PSB,1.0,Politician,Less than Primary,1962.0,176,0.0,9046.0,1315.0,1.9456113199204066,0.0,-17.083888888888886,-40.92472222222222,1.0,1.0,9.11007795003779,3.6012861736334405,14.30225080385852,2004.0,0.0,0.656000018119812,0.19612966440761004,114.5979995727539,0.007568279039157618,0.0,0.6389999985694885,3381.0,2,0.6931471805599453,1.0,PSB,0.0,0.0,1.0,0.0,medium,high
ALFENAS,40312.0,MG,PC do B,1.0,Education,Some Superior or More,1972.0,73,0.0,119824.0,12340.0,0.17,0.0,-21.422777777777778,-45.98444444444444,0.0,0.0,11.693779278489147,0.0,3.2128630826040183,2008.0,8.294299608857235,0.5770000219345093,0.13948438249627554,357.0929870605469,0.0,0.2507039003000231,0.8289999961853027,1342.0,5,1.6094379124341003,3.0,PC do B,0.0,0.0,1.0,0.0,high,lowest
ALMENARA,40339.0,MG,PMN,1.0,Blue collar,"More than Primary, Less than Superior",1968.0,228,0.0,58887.0,2148.0,1.1,0.0,-16.183611111111112,-40.69444444444444,0.0,0.0,10.983375632205957,0.0,4.1379702885764695,2008.0,10.915106645867503,0.6800000071525574,0.08688856973895413,162.67100524902344,0.0,0.0,0.6679999828338623,1181.0,4,1.3862943611198906,2.0,PMN,0.0,0.0,1.0,0.0,high,lowest
ANDRADAS,40517.0,MG,PT,1.0,Other,Some Superior or More,1960.0,239,0.0,18222.0,4571.0,1.3116013609922073,0.0,-22.074444444444445,-46.5775,1.0,1.0,9.810384934273804,2.4233523040205616,19.34398139648736,2004.0,0.0,0.5509999990463257,0.0841417541080974,360.22900390625,0.0,0.49823682256867113,0.8119999766349792,3755.0,2,0.6931471805599453,3.0,PT,0.0,0.0,1.0,0.0,medium,high
ARAGUARI,40690.0,MG,PC do B,1.0,Government,"More than Primary, Less than Superior",1965.0,198,0.0,60089.0,6372.0,0.32951122501622593,0.0,-18.640833333333333,-48.20166666666667,1.0,0.0,11.003582075485388,0.483083014002143,0.0,2004.0,0.0,0.5519999861717224,0.14292025014149837,321.8810119628906,0.0,0.0,0.8149999976158142,2874.0,2,0.6931471805599453,2.0,PC do B,0.0,0.0,1.0,0.0,medium,low
ARAXA,40797.0,MG,PSB,1.0,Agriculture,Less than Primary,1957.0,438,0.0,48127.0,8334.0,0.9100920481226755,0.0,-19.592499999999998,-46.940555555555555,1.0,0.0,10.781598629168116,0.47519838947540904,0.0,2004.0,0.0,0.5709999799728394,0.11989041095890411,337.6929931640625,0.0,0.08802678219771563,0.7990000247955322,3849.0,1,0.0,1.0,PSB,0.0,0.0,1.0,0.0,low,highest
ARAXÁ,40797.0,MG,PT,1.0,Blue collar,"More than Primary, Less than Superior",1977.0,52,0.0,157850.0,25443.0,0.09,0.0,-19.577222222222222,-46.937777777777775,0.0,0.0,11.969400493986138,0.0,6.969061026035281,2008.0,0.0,0.5709999799728394,0.11989041095890411,337.6929931640625,0.0,0.08802678219771563,0.7990000247955322,771.0,7,1.9459101490553132,2.0,PT,0.0,0.0,1.0,0.0,high,lowest
ARAXÁ,40797.0,MG,PT,0.0,None,Less than Primary,1948.0,24,0.0,157850.0,25443.0,0.04,0.0,-19.628611111111113,-46.92972222222222,0.0,0.0,11.969400493986138,0.0,6.969061026035281,2008.0,0.0,0.5709999799728394,0.11989041095890411,337.6929931640625,0.0,0.08802678219771563,0.7990000247955322,771.0,7,1.9459101490553132,1.0,PT,0.0,0.0,1.0,0.0,high,lowest
ARCEBURGO,40819.0,MG,PSDB,1.0,White collar,Some Superior or More,1956.0,137,0.0,5248.0,820.0,2.6105182926829267,0.0,-21.36777777777778,-46.94777777777777,1.0,1.0,8.565602330623925,5.430435697747842,49.82109029677962,2004.0,0.0,0.4729999899864197,0.10110893672537508,230.08999633789062,0.5071747448979592,0.0,0.7459999918937683,3580.0,2,0.6931471805599453,3.0,PSDB,0.0,0.0,1.0,0.0,medium,high
ARCEBURGO,40819.0,MG,PFL,1.0,Government,"More than Primary, Less than Superior",1961.0,69,0.0,5248.0,704.0,1.3147865853658536,0.0,-21.368055555555557,-46.948055555555555,0.0,0.0,8.565602330623925,0.0,32.62471058724479,2004.0,0.0,0.4729999899864197,0.10110893672537508,230.08999633789062,0.5071747448979592,0.0,0.7459999918937683,3580.0,2,0.6931471805599453,2.0,PFL,0.0,0.0,1.0,0.0,medium,high
ATALEIA,40932.0,MG,PMN,1.0,White collar,Less than Primary,1964.0,18,0.0,7645.0,1934.0,0.23544800523217788,1.0,-18.03888888888889,-41.11138888888889,0.0,0.0,8.941807118363164,0.0,0.0,2004.0,0.0,0.6240000128746033,0.09305785123966942,111.81700134277344,0.0,0.0,0.652999997138977,3888.0,1,0.0,1.0,PMN,0.0,0.0,1.0,0.0,low,highest
BAMBUÍ,41017.0,MG,PTB,1.0,Blue collar,Less than Primary,1944.0,271,1.0,42100.0,2461.0,1.86,0.0,-20.0125,-45.98111111111111,0.0,0.0,10.647803019670473,0.0,14.198972442783745,2008.0,10.859018228147887,0.4860000014305115,0.10359158861112834,246.06500244140625,0.21885581892710745,0.21956870433077882,0.7879999876022339,1181.0,4,1.3862943611198906,1.0,PTB,0.0,0.0,1.0,0.0,high,lowest
BARROSO,41173.0,MG,PFL,1.0,None,Less than Primary,1943.0,309,1.0,11702.0,2234.0,2.640574260810118,0.0,-21.194444444444446,-43.97166666666667,1.0,0.0,9.367515046348181,1.4631956912028725,13.22262118491921,2004.0,0.0,0.5550000071525574,0.20431998874270035,187.1999969482422,0.40376655629139074,0.0,0.7450000047683716,3755.0,3,1.0986122886681098,1.0,PFL,0.0,0.0,1.0,0.0,medium,high
BARROSO,41173.0,MG,PDT,1.0,Politician,"More than Primary, Less than Superior",1943.0,511,1.0,38349.0,1688.0,3.86,0.0,-21.194444444444446,-43.97166666666667,1.0,1.0,10.55448373083613,2.640574260810118,5.981883438728422,2008.0,11.338595887065818,0.5550000071525574,0.20431998874270035,187.1999969482422,0.40376655629139074,0.0,0.7450000047683716,3755.0,3,1.0986122886681098,2.0,PDT,0.0,0.0,1.0,0.0,medium,high
BELA VISTA DE MINAS,41190.0,MG,PSB,1.0,Other,"More than Primary, Less than Superior",1954.0,144,1.0,17519.0,6040.0,2.33,1.0,-19.831666666666667,-43.08555555555556,0.0,0.0,9.771041285235823,0.0,7.832512315270936,2008.0,12.261985005589679,0.4970000088214874,0.3378113995043694,162.7239990234375,0.0,0.0,0.7379999756813049,2496.0,1,0.0,2.0,PSB,0.0,0.0,1.0,0.0,low,low
BELO VALE,41270.0,MG,PSDB,0.0,Blue collar,Less than Primary,1965.0,279,1.0,5416.0,2044.0,5.151403249630724,0.0,-20.40972222222222,-44.02361111111111,0.0,0.0,8.59711281459211,0.0,36.90152623876228,2004.0,0.0,0.5019999742507935,0.20223794635510942,156.9510040283203,0.46561781863178364,0.0,0.7329999804496765,1981.0,2,0.6931471805599453,1.0,PSDB,0.0,0.0,1.0,0.0,medium,lowest
BERTÓPOLIS,41319.0,MG,PDT,0.0,White collar,"More than Primary, Less than Superior",1960.0,83,0.0,7611.0,2817.0,3.16,0.0,-17.01722222222222,-40.33416666666667,0.0,0.0,8.937349848267392,0.0,2.3875114784205693,2008.0,0.0,0.609000027179718,0.10200587084148728,89.75399780273438,0.0,0.0,0.5849999785423279,3003.0,1,0.0,2.0,PDT,0.0,0.0,1.0,0.0,low,low
BETIM,41335.0,MG,PV,1.0,White collar,"More than Primary, Less than Superior",1969.0,2526,1.0,156691.0,19547.0,1.6120900370793474,0.0,-19.967777777777776,-44.19833333333333,1.0,0.0,11.962030992106298,0.7802510160366832,7.734910124530669,2004.0,0.0,0.5249999761581421,0.3008573711090188,203.22000122070312,0.0,0.37922333682072745,0.7749999761581421,3755.0,1,0.0,2.0,PV,0.0,0.0,1.0,0.0,low,high
BETIM,41335.0,MG,PV,1.0,Politician,"More than Primary, Less than Superior",1969.0,1858,0.0,519395.0,18809.0,0.99,0.0,-19.967777777777776,-44.19833333333333,1.0,1.0,13.160419951672344,1.6120900370793474,12.342125584749603,2008.0,0.0,0.5249999761581421,0.3008573711090188,203.22000122070312,0.0,0.37922333682072745,0.7749999761581421,3755.0,1,0.0,2.0,PV,0.0,0.0,1.0,0.0,low,high
BOM DESPACHO,41475.0,MG,PRP,1.0,Other,Less than Primary,1965.0,224,0.0,76404.0,3720.0,0.81,0.0,-19.750833333333333,-45.2875,0.0,0.0,11.243790329805025,0.0,10.344971775036587,2008.0,10.933124826700707,0.5690000057220459,0.17127312295973884,307.22198486328125,0.0,0.0,0.7990000247955322,1181.0,2,0.6931471805599453,1.0,minor party,0.0,0.0,1.0,0.0,medium,lowest
BONITO DE MINAS,41742.0,MG,PTB,0.0,Government,Some Superior or More,1964.0,2,0.0,13478.0,5507.0,0.04,0.0,-15.321666666666667,-44.75861111111111,0.0,0.0,9.508814005506162,0.0,15.8160552897395,2008.0,10.308985993422082,0.6869999766349792,0.04630340240470709,49.124000549316406,0.0,0.0,0.5799999833106995,2496.0,1,0.0,3.0,PTB,0.0,0.0,1.0,0.0,low,low
BORDA DA MATA,41653.0,MG,PCB,1.0,White collar,Some Superior or More,1962.0,116,0.0,9060.0,2066.0,1.2803532008830023,0.0,-22.278333333333332,-46.166666666666664,0.0,0.0,9.111624399037025,0.0,0.0,2004.0,0.0,0.5389999747276306,0.09432261940522679,276.6300048828125,0.0,0.0,0.7799999713897705,3755.0,2,0.6931471805599453,3.0,PCB,0.0,0.0,1.0,0.0,medium,high
BORDA DA MATA,41653.0,MG,PMDB,0.0,Media,Some Superior or More,1978.0,24,0.0,30397.0,1852.0,0.23,0.0,-22.278333333333332,-46.166666666666664,0.0,0.0,10.322099198314179,0.0,30.353200883002206,2008.0,0.0,0.5389999747276306,0.09432261940522679,276.6300048828125,0.0,0.0,0.7799999713897705,2874.0,2,0.6931471805599453,3.0,PMDB,0.0,0.0,1.0,0.0,medium,low
BRUMADINHO,41793.0,MG,PTB,1.0,Other,"More than Primary, Less than Superior",1948.0,173,0.0,30680.0,1746.0,0.95,1.0,-20.140833333333333,-44.20583333333334,0.0,0.0,10.331366255481193,0.0,10.064376314615336,2008.0,10.308985993422082,0.5640000104904175,0.24748418198252486,274.0989990234375,0.0,0.27646961962786104,0.7730000019073486,3481.0,2,0.6931471805599453,2.0,PTB,0.0,0.0,1.0,0.0,medium,high
BUENÓPOLIS,41831.0,MG,PMDB,1.0,Politician,"More than Primary, Less than Superior",1952.0,108,0.0,16437.0,1063.0,1.85,0.0,-17.87,-44.175555555555555,1.0,1.0,9.707290170206525,3.2232548942060513,10.63871860787028,2008.0,9.741027444837728,0.621999979019165,0.05772658713835185,149.07200622558594,0.0,0.0,0.6790000200271606,3128.0,1,0.0,2.0,PMDB,0.0,0.0,1.0,0.0,low,high
BUENOPOLIS,41831.0,MG,PMDB,1.0,Government,Less than Primary,1952.0,163,1.0,5057.0,1054.0,3.2232548942060513,0.0,-17.87,-44.175555555555555,1.0,0.0,8.528528701079983,2.007865866280273,19.830262885530946,2004.0,0.0,0.621999979019165,0.05772658713835185,149.07200622558594,0.0,0.0,0.6790000200271606,3128.0,1,0.0,1.0,PMDB,0.0,0.0,1.0,0.0,low,high
CACHOEIRA DE MINAS,41939.0,MG,PL,1.0,White collar,Less than Primary,1956.0,59,0.0,6549.0,1259.0,0.9009009009009009,0.0,-22.355,-45.769999999999996,0.0,0.0,8.787067645218054,0.0,32.554142316947406,2004.0,0.0,0.4860000014305115,0.07225145782961172,200.45799255371094,0.3575261604507647,0.0,0.7680000066757202,3755.0,2,0.6931471805599453,1.0,PL,0.0,0.0,1.0,0.0,medium,high
CAMANDUCAIA,42099.0,MG,PSDB,1.0,Other,Less than Primary,1940.0,57,0.0,8165.0,1186.0,0.6981016533986528,1.0,-22.749722222222225,-46.135555555555555,0.0,0.0,9.007612005404566,0.0,5.896860986547085,2004.0,0.0,0.5210000276565552,0.07818040300959958,256.0329895019531,0.11483138884449416,0.0,0.7749999761581421,2593.0,2,0.6931471805599453,1.0,PSDB,0.0,0.0,1.0,0.0,medium,low
CAMPANHA,42170.0,MG,PHS,1.0,Government,Some Superior or More,1973.0,74,0.0,7962.0,1881.0,0.9294147199196181,1.0,-21.83833333333333,-45.40472222222222,0.0,0.0,8.982435503560263,0.0,0.0,2004.0,0.0,0.5609999895095825,0.11706842503513133,278.71600341796875,0.43075483468496567,0.0,0.7839999794960022,3755.0,2,0.6931471805599453,3.0,minor party,0.0,0.0,1.0,0.0,medium,high
CAMPINA VERDE,42218.0,MG,PDT,1.0,Media,"More than Primary, Less than Superior",1956.0,77,0.0,11815.0,1244.0,0.6517139229792637,0.0,-19.5375,-49.489444444444445,1.0,1.0,9.377125189621008,2.603974972396025,16.728008833271993,2004.0,0.0,0.5910000205039978,0.12494029341521665,266.2550048828125,0.0,0.0,0.7950000166893005,3755.0,2,0.6931471805599453,2.0,PDT,0.0,0.0,1.0,0.0,medium,high
CAMPOS ALTOS,42293.0,MG,PL,1.0,Other,Less than Primary,1951.0,181,0.0,6960.0,2025.0,2.6005747126436782,0.0,-19.695833333333333,-46.175,1.0,1.0,8.847934753328465,3.4935897435897436,2.6923076923076925,2004.0,0.0,0.5289999842643738,0.07125220458553792,250.9040069580078,0.0,0.0,0.7860000133514404,3841.0,2,0.6931471805599453,1.0,PL,0.0,0.0,1.0,0.0,medium,highest
CAMPOS ALTOS,42293.0,MG,PPS,1.0,Media,Less than Primary,1951.0,165,0.0,16008.0,1483.0,2.03,0.0,-19.695833333333333,-46.175,1.0,0.0,9.68084387626357,2.6005747126436782,0.0,2008.0,0.0,0.5289999842643738,0.07125220458553792,250.9040069580078,0.0,0.0,0.7860000133514404,3841.0,2,0.6931471805599453,1.0,PPS,0.0,0.0,1.0,0.0,medium,highest
CANDEIAS,42390.0,MG,PMDB,1.0,Education,Some Superior or More,1970.0,368,1.0,16659.0,2105.0,3.85,0.0,-20.766944444444444,-45.27638888888889,1.0,1.0,9.720705889909716,3.2192014560345807,15.959504038220908,2008.0,11.58989576532275,0.5220000147819519,0.08787494719053654,208.47500610351562,0.0,0.0,0.7229999899864197,3755.0,2,0.6931471805599453,3.0,PMDB,0.0,0.0,1.0,0.0,medium,high
CANDEIAS,42390.0,MG,PPS,1.0,Education,Some Superior or More,1970.0,283,1.0,8791.0,1620.0,3.2192014560345807,0.0,-20.766944444444444,-45.27638888888889,1.0,0.0,9.081483749851179,1.828358208955224,5.5721393034825875,2004.0,0.0,0.5220000147819519,0.08787494719053654,208.47500610351562,0.0,0.0,0.7229999899864197,3755.0,2,0.6931471805599453,3.0,PPS,0.0,0.0,1.0,0.0,medium,high
CAPELINHA,42455.0,MG,PT,1.0,Agriculture,Less than Primary,1946.0,56,0.0,13804.0,2880.0,0.4056795131845842,0.0,-17.69361111111111,-42.519444444444446,1.0,0.0,9.532713684217894,0.774243004982752,0.774243004982752,2004.0,0.0,0.5820000171661377,0.048470078526942864,144.83399963378906,0.46346523631211417,0.0,0.6729999780654907,3755.0,1,0.0,1.0,PT,0.0,0.0,1.0,0.0,low,high
CAPITÃO ANDRADE,40061.0,MG,PT,1.0,None,"More than Primary, Less than Superior",1965.0,80,0.0,8929.0,864.0,2.54,0.0,-19.06861111111111,-41.865,1.0,0.0,9.097059685517216,1.8518518518518516,22.839506172839506,2008.0,11.461642696843066,0.5080000162124634,0.1097381582818476,122.44999694824219,0.0,0.0,0.6759999990463257,573.0,2,0.6931471805599453,2.0,PT,0.0,0.0,1.0,0.0,medium,lowest
CAPITAO ENEAS,42536.0,MG,PTN,1.0,White collar,"More than Primary, Less than Superior",1968.0,47,0.0,7453.0,590.0,0.6306185428686435,1.0,-16.324166666666667,-43.700833333333335,0.0,0.0,8.916371914881694,0.0,0.0,2004.0,0.0,0.578000009059906,0.14625092798812175,101.68199920654297,0.0,0.06153523049459204,0.6669999957084656,3128.0,1,0.0,2.0,minor party,0.0,0.0,1.0,0.0,low,high
CAPITÃO ENÉAS,42536.0,MG,PPS,1.0,Blue collar,"More than Primary, Less than Superior",1950.0,75,0.0,25590.0,1637.0,0.84,0.0,-16.324444444444445,-43.71055555555556,1.0,0.0,10.149956929153834,0.8989668589829599,5.273044411646317,2008.0,0.0,0.578000009059906,0.14625092798812175,101.68199920654297,0.0,0.06153523049459204,0.6669999957084656,771.0,1,0.0,2.0,PPS,0.0,0.0,1.0,0.0,low,lowest
CARANGOLA,42650.0,MG,PTB,1.0,Blue collar,"More than Primary, Less than Superior",1969.0,142,0.0,16825.0,4579.0,0.8439821693907876,0.0,-20.738055555555558,-42.02638888888889,0.0,0.0,9.730621154512928,0.0,19.388662938485,2004.0,0.0,0.6269999742507935,0.09705665611860072,319.8489990234375,0.0,0.10316356683469494,0.7829999923706055,1981.0,1,0.0,2.0,PTB,0.0,0.0,1.0,0.0,low,lowest
CARATINGA,42676.0,MG,PT,1.0,White collar,Some Superior or More,1951.0,287,0.0,129272.0,8996.0,0.63,0.0,-19.79277777777778,-42.143055555555556,0.0,0.0,11.769673990652084,0.0,12.53953908721193,2008.0,11.002116507732017,0.609000027179718,0.12953318993169555,242.41799926757812,0.0,0.0,0.7540000081062317,3580.0,7,1.9459101490553132,3.0,PT,0.0,0.0,1.0,0.0,high,high
CARMO DO RIO CLARO,42870.0,MG,PMDB,1.0,White collar,"More than Primary, Less than Superior",1958.0,377,1.0,26158.0,2478.0,3.07,0.0,-20.971944444444443,-46.12166666666667,0.0,0.0,10.171910350049098,0.0,16.14607470571879,2008.0,9.800680440832675,0.699999988079071,0.15947587088526685,215.093994140625,0.22664107485604607,0.0,0.7720000147819519,3888.0,2,0.6931471805599453,2.0,PMDB,0.0,0.0,1.0,0.0,medium,highest
CARVALHOPOLIS,42935.0,MG,PTB,1.0,Agriculture,"More than Primary, Less than Superior",1963.0,89,1.0,2109.0,613.0,4.220009483167378,0.0,-21.77583333333333,-45.844722222222224,0.0,0.0,7.653969180478774,0.0,40.5377456049638,2004.0,0.0,0.4749999940395355,0.08624502432551968,199.25999450683594,0.0,0.4111295681063123,0.7730000019073486,3481.0,1,0.0,2.0,PTB,0.0,0.0,1.0,0.0,low,high
CARVALHÓPOLIS,42935.0,MG,PTB,1.0,Agriculture,"More than Primary, Less than Superior",1963.0,111,1.0,5068.0,1172.0,4.47,0.0,-21.77583333333333,-45.844722222222224,1.0,1.0,8.53070154144103,4.220009483167378,29.065908013276434,2008.0,11.344518647594766,0.4749999940395355,0.08624502432551968,199.25999450683594,0.0,0.4111295681063123,0.7730000019073486,3481.0,1,0.0,2.0,PTB,0.0,0.0,1.0,0.0,low,high
CATUJI,40100.0,MG,PMDB,1.0,Government,"More than Primary, Less than Superior",1958.0,108,0.0,4615.0,958.0,2.340195016251354,0.0,-17.30527777777778,-41.520833333333336,0.0,0.0,8.437067146936952,0.0,11.806797853309481,2004.0,0.0,0.6029999852180481,0.08925377987319136,82.69499969482422,0.08072487644151564,0.09246293245469522,0.6209999918937683,2699.0,1,0.0,2.0,PMDB,0.0,0.0,1.0,0.0,low,low
CAXAMBU,43095.0,MG,PMDB,1.0,White collar,Some Superior or More,1966.0,482,1.0,39179.0,2158.0,3.57,1.0,-21.981944444444444,-44.93,0.0,0.0,10.575896167946674,0.0,19.89006674519042,2008.0,10.491301994830229,0.5600000023841858,0.19292922630433348,266.2019958496094,0.3498381877022654,0.0,0.7960000038146973,3755.0,2,0.6931471805599453,3.0,PMDB,0.0,0.0,1.0,0.0,medium,high
CHAPADA GAÚCHA,41882.0,MG,PFL,0.0,None,"More than Primary, Less than Superior",1956.0,212,0.0,14257.0,714.0,4.16,0.0,-15.300833333333333,-45.62833333333333,0.0,0.0,9.56500329315396,0.0,25.35754824063564,2008.0,0.0,0.6970000267028809,0.062237762237762236,110.14900207519531,0.0,0.0,0.6830000281333923,2422.0,2,0.6931471805599453,2.0,PFL,0.0,0.0,1.0,0.0,medium,low
COIMBRA,43338.0,MG,PSDB,1.0,Education,Some Superior or More,1946.0,72,0.0,10094.0,3106.0,1.37,0.0,-20.85638888888889,-42.80083333333333,0.0,0.0,9.219696466900208,0.0,0.0,2008.0,11.363916278318598,0.5320000052452087,0.15771960958296363,178.1959991455078,0.0,0.0,0.7559999823570251,3755.0,2,0.6931471805599453,3.0,PSDB,0.0,0.0,1.0,0.0,medium,high
COIMBRA,43338.0,MG,PSDC,1.0,White collar,Less than Primary,1954.0,262,1.0,10094.0,3106.0,5.0,1.0,-20.858611111111113,-42.797777777777775,1.0,0.0,9.219696466900208,4.280155642023346,15.90753032730602,2008.0,11.591692189692886,0.5320000052452087,0.15771960958296363,178.1959991455078,0.0,0.0,0.7559999823570251,3755.0,2,0.6931471805599453,1.0,PSDC,0.0,0.0,1.0,0.0,medium,high
COIMBRA,43338.0,MG,PSDC,1.0,Media,Less than Primary,1954.0,187,0.0,4369.0,2528.0,4.280155642023346,1.0,-20.858611111111113,-42.797777777777775,0.0,0.0,8.382289428951436,0.0,0.0,2004.0,0.0,0.5320000052452087,0.15771960958296363,178.1959991455078,0.0,0.0,0.7559999823570251,3755.0,2,0.6931471805599453,1.0,PSDC,0.0,0.0,1.0,0.0,medium,high
COMENDADOR GOMES,43370.0,MG,PP,1.0,Media,"More than Primary, Less than Superior",1972.0,67,0.0,1844.0,1030.0,3.633405639913232,0.0,-19.692777777777778,-49.08277777777778,1.0,0.0,7.519692404116539,3.8883349950149553,39.13260219341974,2004.0,0.0,0.5479999780654907,0.06505159264244055,313.8280029296875,0.0,0.0,0.7950000166893005,2496.0,1,0.0,2.0,PP,0.0,0.0,1.0,0.0,low,low
CONCEICAO DAS ALAGOAS,43451.0,MG,PSB,1.0,White collar,Some Superior or More,1956.0,633,0.0,11342.0,1208.0,5.581026274025745,0.0,-19.92138888888889,-48.38305555555556,1.0,1.0,9.336267928573973,2.720256024096386,9.167921686746988,2004.0,0.0,0.5640000104904175,0.15061852223336678,283.1390075683594,0.0,0.0,0.7670000195503235,3755.0,2,0.6931471805599453,3.0,PSB,0.0,0.0,1.0,0.0,medium,high
CONCEIÇÃO DAS ALAGOAS,43451.0,MG,PMDB,1.0,White collar,Some Superior or More,1956.0,543,1.0,39793.0,18279.0,4.01,0.0,-19.92138888888889,-48.38305555555556,1.0,0.0,10.59144629640695,5.581026274025745,32.09310527243872,2008.0,12.682309930111785,0.5640000104904175,0.15061852223336678,283.1390075683594,0.0,0.0,0.7670000195503235,3755.0,2,0.6931471805599453,3.0,PMDB,0.0,0.0,1.0,0.0,medium,high
CONFINS,41920.0,MG,PTB,1.0,White collar,"More than Primary, Less than Superior",1954.0,72,0.0,3416.0,741.0,2.107728337236534,0.0,-19.622777777777777,-43.9925,0.0,0.0,8.13622555490846,0.0,0.0,2004.0,0.0,0.4729999899864197,0.25056071771867994,192.05099487304688,0.0,0.0,0.7730000019073486,1981.0,1,0.0,2.0,PTB,0.0,0.0,1.0,0.0,low,lowest
CONSELHEIRO LAFAIETE,43656.0,MG,PV,1.0,Other,Some Superior or More,1967.0,1041,0.0,193474.0,4794.0,1.56,0.0,-20.683888888888887,-43.770833333333336,0.0,0.0,12.172898415498866,0.0,0.6407623428900024,2008.0,11.711784520403112,0.531000018119812,0.3273982179778958,258.2130126953125,0.0,0.272148299783919,0.7929999828338623,771.0,6,1.791759469228055,3.0,PV,0.0,0.0,1.0,0.0,high,lowest
CONSELHEIRO LAFAIETE,43656.0,MG,PDT,1.0,Other,"More than Primary, Less than Superior",1955.0,599,0.0,193474.0,12165.0,0.9,0.0,-20.676944444444445,-43.78138888888889,1.0,0.0,12.172898415498866,0.46003450258769407,2.0405816150497,2008.0,11.657034466915164,0.531000018119812,0.3273982179778958,258.2130126953125,0.0,0.272148299783919,0.7929999828338623,771.0,6,1.791759469228055,2.0,PDT,0.0,0.0,1.0,0.0,high,lowest
CONTAGEM,43710.0,MG,PFL,1.0,Other,"More than Primary, Less than Superior",1959.0,1044,0.0,273698.0,26643.0,0.3814423196369721,0.0,-19.863333333333333,-44.04333333333333,1.0,0.0,12.519780587731338,0.25870150352646765,0.7113285509094787,2004.0,0.0,0.5059999823570251,0.28693912295635843,280.593994140625,0.3790578731842856,0.09728532135274577,0.7889999747276306,2593.0,12,2.4849066497880004,2.0,PFL,0.0,0.0,1.0,0.0,high,low
CONTAGEM,43710.0,MG,PSDB,1.0,Education,Some Superior or More,1955.0,658,0.0,653502.0,18206.0,0.22,0.0,-19.93111111111111,-44.05555555555555,1.0,0.0,13.390100872485496,0.39021110859414393,16.2620844872816,2008.0,12.89295272879663,0.5059999823570251,0.28693912295635843,280.593994140625,0.3790578731842856,0.09728532135274577,0.7889999747276306,2593.0,12,2.4849066497880004,3.0,PSDB,0.0,0.0,1.0,0.0,high,low
CONTAGEM,43710.0,MG,PPS,1.0,Other,Less than Primary,1959.0,1545,0.0,653502.0,31130.0,0.51,0.0,-19.863333333333333,-44.04333333333333,1.0,0.0,13.390100872485496,0.3814423196369721,2.0920868986985655,2008.0,12.154784614286667,0.5059999823570251,0.28693912295635843,280.593994140625,0.3790578731842856,0.09728532135274577,0.7889999747276306,2593.0,12,2.4849066497880004,1.0,PPS,0.0,0.0,1.0,0.0,high,low
CONTAGEM,43710.0,MG,PSDB,1.0,White collar,Some Superior or More,1955.0,1068,0.0,273698.0,51514.0,0.39021110859414393,0.0,-19.93111111111111,-44.05555555555555,1.0,0.0,12.519780587731338,0.3222704577367038,7.334167508217695,2004.0,0.0,0.5059999823570251,0.28693912295635843,280.593994140625,0.3790578731842856,0.09728532135274577,0.7889999747276306,2593.0,12,2.4849066497880004,3.0,PSDB,0.0,0.0,1.0,0.0,high,low
COROACI,43834.0,MG,PTB,1.0,Politician,Less than Primary,1949.0,195,1.0,19750.0,1069.0,2.76,0.0,-18.623333333333335,-42.29416666666666,1.0,1.0,9.890908770329268,4.7508067407673,20.527070634636072,2008.0,13.316285717486736,0.5759999752044678,0.0837848053420688,138.92799377441406,0.32678910702976566,0.0,0.6990000009536743,1181.0,2,0.6931471805599453,1.0,PTB,0.0,0.0,1.0,0.0,medium,lowest
